"Unique ID","String Flags","Category","Japanese","English Translation","English Translation (34-Char/0x66 Hard-limit)"
"13299","3435921409","","銀製の柄でできたモップ。魔を退ける効果があるが、
なぜモップなのかは謎。","",""
"13300","3435921409","","別世界からやってきた魔女が乗っていたというホウキ。","",""
"13301","3435921409","","風の精霊が宿ったホウキ。","",""
"13302","3435921409","","物好きの資産家が作らせた黄金のモップ。","",""
"13303","3435921409","","軽くて使いやすい。繊維部分もこだわって作られている。","",""
"13304","3435921409","","楽器のような飛行音が出る不思議なホウキ。","",""
"13305","3435921409","","流れ星のような軌跡を残す魔法のホウキ。","",""
"13306","3435921409","","馬の頭が付いたおもちゃ。またがる姿は・・・","",""
"13307","3435921409","","剣と盾が一対になったソーマ。剣は盾に収めることができる。","",""
"13308","3435921409","","剣と盾が一対になったソーマ。剣は盾に収めることができる。","",""
"13309","3435921409","","剣と盾が一対になったソーマ。剣は盾に収めることができる。
光属性付与。","",""
"13310","3435921409","","剣と盾が一対になったソーマ。剣は盾に収めることができる。","",""
"13311","3435921409","","剣と盾が一対になったソーマ。剣は盾に収めることができる。","",""
"13312","3435921409","","剣と盾が一対になったソーマ。剣は盾に収めることができる。","",""
"13313","3435921409","","剣と盾が一対になったソーマ。剣は盾に収めることができる。","",""
"13314","3435921409","","剣と盾が一対になったソーマ。剣は盾に収めることができる。","",""
"13315","3435921409","","剣と盾が一対になったソーマ。剣は盾に収めることができる。","",""
"13316","3435921409","","剣と盾が一対になったソーマ。剣は盾に収めることができる。","",""
"13317","3435921409","","“ＧＩＲＬ ＮＥＸＴ ＤＯＯＲ”が意匠を凝らした剣。
使うものの魂を響かせるという不思議な剣。","",""
"13318","3435921409","","長ネギの形を模した剣。とある名工の遺作。
名工が果てに見たものとは・・・","",""
"13319","3435921409","","さる賢王が文献を基に作らせたという武器。
扇状に広がる金属板。当たると痛いではすまない。","",""
"13320","3435921409","","コレを片手に歩いている人にはあまり近づきたくない。","",""
"13321","3435921409","","戦闘時にバトンを形成するアンクレット型のソーマ。
形状を活かした攻撃は岩も砕く。","",""
"13322","3435921409","","戦闘時にバトンを形成するアンクレット型のソーマ。
形状を活かした攻撃は岩も砕く。","",""
"13323","3435921409","","戦闘時にバトンを形成するアンクレット型のソーマ。
形状を活かした攻撃は岩も砕く。","",""
"13324","3435921409","","戦闘時にバトンを形成するアンクレット型のソーマ。
形状を活かした攻撃は岩も砕く。","",""
"13325","3435921409","","戦闘時にバトンを形成するアンクレット型のソーマ。
形状を活かした攻撃は岩も砕く。","",""
"13326","3435921409","","戦闘時にバトンを形成するアンクレット型のソーマ。
形状を活かした攻撃は岩も砕く。","",""
"13327","3435921409","","戦闘時にバトンを形成するアンクレット型のソーマ。
形状を活かした攻撃は岩も砕く。","",""
"13328","3435921409","","戦闘時にバトンを形成するアンクレット型のソーマ。
形状を活かした攻撃は岩も砕く。","",""
"13329","3435921409","","戦闘時にバトンを形成するアンクレット型のソーマ。
形状を活かした攻撃は岩も砕く。","",""
"13330","3435921409","","戦闘時にバトンを形成するアンクレット型のソーマ。
形状を活かした攻撃は岩も砕く。","",""
"13331","3435921409","","両端に錘のついた棒。本来は体を鍛えるために
作られたもの。振り回してはいけない。","",""
"13332","3435921409","","皮の手袋。打撃の衝撃から保護してくれる。","",""
"13333","3435921409","","鉄製の武具。格闘家の必須アイテム。","",""
"13334","3435921409","","コングマンの手にしっくりなじむ愛用のナックル。","",""
"13335","3435921409","","なめし皮を素材にして職人が作成したリスト。
打撃の破壊力が増す。","",""
"13336","3435921409","","ゴールドをベースに炎の力を付加したリスト。
火属性付与。","",""
"13337","3435921409","","本来は獣を狩るために用いられるリスト。","",""
"13338","3435921409","","熊の爪を模したリスト。打撃に加えて敵を切り裂く。","",""
"13339","3435921409","","様々な金属を連ねて作られたリスト。","",""
"13340","3435921409","","滄我の力を宿したリスト。水の力を宿す。
水属性付与。","",""
"13341","3435921409","","古代文明の遺跡より発掘されたリスト。
驚異的な破壊力を生み出す。","",""
"13342","3435921409","","ドラゴンの爪を用いた手甲。
形状だけでなく破壊力もドラゴン級。","",""
"13343","3435921409","","古代と現代の技術を融合させたリスト。
カイザーの名にふさわしい力と風格を備える。","",""
"13344","3435921409","","なめし皮を素材にして職人が作成したリスト。
打撃の破壊力が増す。","",""
"13345","3435921409","","ゴールドをベースに炎の力を付加したリスト。
火属性付与。","",""
"13346","3435921409","","本来は獣を狩るために用いられるリスト。","",""
"13347","3435921409","","熊の爪を模したリスト。打撃に加えて敵を切り裂く。","",""
"13348","3435921409","","様々な金属を連ねて作られたリスト。","",""
"13349","3435921409","","滄我の力を宿したリスト。水の力を宿す。
水属性付与。","",""
"13350","3435921409","","古代文明の遺跡より発掘されたリスト。
驚異的な破壊力を生み出す。","",""
"13351","3435921409","","ドラゴンの爪を用いた手甲。
形状だけでなく破壊力もドラゴン級。","",""
"13352","3435921409","","古代と現代の技術を融合させたリスト。
カイザーの名にふさわしい力と風格を備える。","",""
"13353","3435921409","","なめし皮を素材にして職人が作成したリスト。
打撃の破壊力が増す。","",""
"13354","3435921409","","ゴールドをベースに炎の力を付加したリスト。
火属性付与。","",""
"13355","3435921409","","本来は獣を狩るために用いられるリスト。","",""
"13356","3435921409","","熊の爪を模したリスト。打撃に加えて敵を切り裂く。","",""
"13357","3435921409","","様々な金属を連ねて作られたリスト。","",""
"13358","3435921409","","滄我の力を宿したリスト。水の力を宿す。
水属性付与。","",""
"13359","3435921409","","古代文明の遺跡より発掘されたリスト。
驚異的な破壊力を生み出す。","",""
"13360","3435921409","","ドラゴンの爪を用いた手甲。
形状だけでなく破壊力もドラゴン級。","",""
"13361","3435921409","","古代と現代の技術を融合させたリスト。
カイザーの名にふさわしい力と風格を備える。","",""
"13362","3435921409","","遥か遠くにあるという星の名前を冠したエネルギー体。
ダオスの体を覆い、身体能力を引き上げる力を持つ。","",""
"13363","3435921409","","遥か遠くにあるという星の名前を冠したエネルギー体。
ダオスの体を覆い、身体能力を引き上げる力を持つ。","",""
"13364","3435921409","","遥か遠くにあるという星の名前を冠したエネルギー体。
ダオスの体を覆い、身体能力を引き上げる力を持つ。","",""
"13365","3435921409","","遥か遠くにあるという星の名前を冠したエネルギー体。
ダオスの体を覆い、身体能力を引き上げる力を持つ。","",""
"13366","3435921409","","遥か遠くにあるという星の名前を冠したエネルギー体。
ダオスの体を覆い、身体能力を引き上げる力を持つ。","",""
"13367","3435921409","","遥か遠くにあるという星の名前を冠したエネルギー体。
ダオスの体を覆い、身体能力を引き上げる力を持つ。","",""
"13368","3435921409","","遥か遠くにあるという星の名前を冠したエネルギー体。
ダオスの体を覆い、身体能力を引き上げる力を持つ。","",""
"13369","3435921409","","遥か遠くにあるという星の名前を冠したエネルギー体。
ダオスの体を覆い、身体能力を引き上げる力を持つ。","",""
"13370","3435921409","","遥か遠くにあるという星の名前を冠したエネルギー体。
ダオスの体を覆い、身体能力を引き上げる力を持つ。","",""
"13371","3435921409","","遥か遠くにあるという星の名前を冠したエネルギー体。
ダオスの体を覆い、身体能力を引き上げる力を持つ。","",""
"13372","3435921409","","剣斧一対の武器。片手斧には様々な元素の力を封じており、
様々な力を生み出すことができる。","",""
"13373","3435921409","","剣斧一対の武器。片手斧には様々な元素の力を封じており、
様々な力を生み出すことができる。","",""
"13374","3435921409","","剣斧一対の武器。片手斧には様々な元素の力を封じており、
様々な力を生み出すことができる。雷属性、風属性付与。","",""
"13375","3435921409","","剣斧一対の武器。片手斧には様々な元素の力を封じており、
様々な力を生み出すことができる。","",""
"13376","3435921409","","剣斧一対の武器。片手斧には様々な元素の力を封じており、
様々な力を生み出すことができる。氷属性、水属性付与。","",""
"13377","3435921409","","剣斧一対の武器。片手斧には様々な元素の力を封じており、
様々な力を生み出すことができる。","",""
"13378","3435921409","","剣斧一対の武器。片手斧には様々な元素の力を封じており、
様々な力を生み出すことができる。火属性、土属性付与。","",""
"13379","3435921409","","剣斧一対の武器。片手斧には様々な元素の力を封じており、
様々な力を生み出すことができる。","",""
"13380","3435921409","","剣斧一対の武器。片手斧には様々な元素の力を封じており、
様々な力を生み出すことができる。光属性、闇属性付与。","",""
"13381","3435921409","","剣斧一対の武器。片手斧には様々な元素の力を封じており、
様々な力を生み出すことができる。","",""
"13382","3435921409","","バルバトス愛用の戦斧。バルバトスの闘気を受け続け、
現在のような形状に至った、唯一無二の魔斧。","",""
"13383","3435921409","","バルバトス愛用の戦斧。バルバトスの闘気を受け続け、
現在のような形状に至った、唯一無二の魔斧。","",""
"13384","3435921409","","バルバトス愛用の戦斧。バルバトスの闘気を受け続け、
現在のような形状に至った、唯一無二の魔斧。","",""
"13385","3435921409","","バルバトス愛用の戦斧。バルバトスの闘気を受け続け、
現在のような形状に至った、唯一無二の魔斧。","",""
"13386","3435921409","","バルバトス愛用の戦斧。バルバトスの闘気を受け続け、
現在のような形状に至った、唯一無二の魔斧。","",""
"13387","3435921409","","バルバトス愛用の戦斧。バルバトスの闘気を受け続け、
現在のような形状に至った、唯一無二の魔斧。","",""
"13388","3435921409","","バルバトス愛用の戦斧。バルバトスの闘気を受け続け、
現在のような形状に至った、唯一無二の魔斧。","",""
"13389","3435921409","","バルバトス愛用の戦斧。バルバトスの闘気を受け続け、
現在のような形状に至った、唯一無二の魔斧。","",""
"13390","3435921409","","バルバトス愛用の戦斧。バルバトスの闘気を受け続け、
現在のような形状に至った、唯一無二の魔斧。","",""
"13391","3435921409","","バルバトス愛用の戦斧。バルバトスの闘気を受け続け、
現在のような形状に至った、唯一無二の魔斧。","",""
"13392","3435921409","","ディムロス・ティンバーという人物の人格を投射した剣。
炎の力を宿している。火属性付与。","",""
"13393","3435921409","","ディムロス・ティンバーという人物の人格を投射した剣。
炎の力を宿している。火属性付与。","",""
"13394","3435921409","","ディムロス・ティンバーという人物の人格を投射した剣。
炎の力を宿している。","",""
"13395","3435921409","","ディムロス・ティンバーという人物の人格を投射した剣。
炎の力を宿している。火属性付与。","",""
"13396","3435921409","","ディムロス・ティンバーという人物の人格を投射した剣。
炎の力を宿している。","",""
"13397","3435921409","","ディムロス・ティンバーという人物の人格を投射した剣。
炎の力を宿している。火属性付与。","",""
"13398","3435921409","","ディムロス・ティンバーという人物の人格を投射した剣。
炎の力を宿している。","",""
"13399","3435921409","","ディムロス・ティンバーという人物の人格を投射した剣。
炎の力を宿している。火属性付与。","",""
"13400","3435921409","","ディムロス・ティンバーという人物の人格を投射した剣。
炎の力を宿している。","",""
"13401","3435921409","","ディムロス・ティンバーという人物の人格を投射した剣。
炎の力を宿している。火属性付与。","",""
"13402","3435921409","","ピエール・ド・シャルティエという人物の人格を投射した剣。
大地の力を宿している。土属性付与。","",""
"13403","3435921409","","ピエール・ド・シャルティエという人物の人格を投射した剣。
大地の力を宿している。土属性付与。","",""
"13404","3435921409","","ピエール・ド・シャルティエという人物の人格を投射した剣。
大地の力を宿している。","",""
"13405","3435921409","","ピエール・ド・シャルティエという人物の人格を投射した剣。
大地の力を宿している。土属性付与。","",""
"13406","3435921409","","ピエール・ド・シャルティエという人物の人格を投射した剣。
大地の力を宿している。","",""
"13407","3435921409","","ピエール・ド・シャルティエという人物の人格を投射した剣。
大地の力を宿している。土属性付与。","",""
"13408","3435921409","","ピエール・ド・シャルティエという人物の人格を投射した剣。
大地の力を宿している。","",""
"13409","3435921409","","ピエール・ド・シャルティエという人物の人格を投射した剣。
大地の力を宿している。土属性付与。","",""
"13410","3435921409","","ピエール・ド・シャルティエという人物の人格を投射した剣。
大地の力を宿している。","",""
"13411","3435921409","","ピエール・ド・シャルティエという人物の人格を投射した剣。
大地の力を宿している。土属性付与。","",""
"13412","3435921409","","ラヴィル・クレメンテという人物の人格を投射した剣。
光の力を宿している。光属性付与。","",""
"13413","3435921409","","ラヴィル・クレメンテという人物の人格を投射した剣。
光の力を宿している。光属性付与。","",""
"13414","3435921409","","ラヴィル・クレメンテという人物の人格を投射した剣。
光の力を宿している。","",""
"13415","3435921409","","ラヴィル・クレメンテという人物の人格を投射した剣。
光の力を宿している。光属性付与。","",""
"13416","3435921409","","ラヴィル・クレメンテという人物の人格を投射した剣。
光の力を宿している。","",""
"13417","3435921409","","ラヴィル・クレメンテという人物の人格を投射した剣。
光の力を宿している。光属性付与。","",""
"13418","3435921409","","ラヴィル・クレメンテという人物の人格を投射した剣。
光の力を宿している。","",""
"13419","3435921409","","ラヴィル・クレメンテという人物の人格を投射した剣。
光の力を宿している。光属性付与。","",""
"13420","3435921409","","ラヴィル・クレメンテという人物の人格を投射した剣。
光の力を宿している。","",""
"13421","3435921409","","ラヴィル・クレメンテという人物の人格を投射した剣。
光の力を宿している。光属性付与。","",""
"13422","3435921409","","革製の鎧。動きやすく初級冒険者が好んで身につける。","",""
"13423","3435921409","","幅２センチほどの金属輪を編みこんで作った鎧。","",""
"13424","3435921409","","直径４センチほどの金属輪を革に縫いつけた鎧。","",""
"13425","3435921409","","チェインメイルの胸部に金属板をあてて強化した鎧。","",""
"13426","3435921409","","金属板が細かく分かれており、可動部分はチェインメイルで
覆われている。強度と動きやすさを兼ね備えた鎧。","",""
"13427","3435921409","","全身をミスリルで覆った鎧。非常に軽く、かつ丈夫。
求められる機能を備えた一品。","",""
"13428","3435921409","","上位の騎士にのみ支給される高級鎧。デザイン性も高く
どんな中身でもそれなりに見える。光属性付与。","",""
"13429","3435921409","","反射の名を冠した鎧。
魔法を跳ね返すわけではないが非常に堅固。","",""
"13430","3435921409","","ミスリルアーマーをベースに、魔法処理を施して
防御力を高めた魔法の鎧。","",""
"13431","3435921409","","名工が魂を込めて作った無二の傑作。あらゆる攻撃を通さず、
身につけるものに重さを感じさせないという。","",""
"13432","3435921409","","“要塞”という名前にふさわしい堅牢な重鎧。
大斧の一撃もはじき返すといわれる。","",""
"13433","3435921409","","反射した光が星の輝きにも見えることからこの名がついた。","",""
"13434","3435921409","","輝く黄金の鎧。古代伝説の勇者の所持品といわれる。","",""
"13435","3435921409","","革製の軽鎧。動きやすく初級冒険者が好んで身につける。","",""
"13436","3435921409","","鋼製のプレートを用いた軽鎧。","",""
"13437","3435921409","","魔物の鱗を重ねて作られた鎧。動きやすく、
強度もかなりのもの。水属性付与。","",""
"13438","3435921409","","ミスリルを用いた軽鎧。
とても軽く、身につけていることを忘れるほど。","",""
"13439","3435921409","","特殊加工で非常に軽い。流星のように動けると宣伝されている。","",""
"13440","3435921409","","水を受け流すようにデザインされた鎧。
水属性付与。","",""
"13441","3435921409","","金属板が細かく分かれており、可動部分は鎖で補われている。
強度と動きやすさを兼ね備えた軽鎧。","",""
"13442","3435921409","","この世でもっとも硬いとされる、ダイヤモンドで作られた軽鎧。
とても高価。","",""
"13443","3435921409","","名工が魂を込めて作った無二の傑作。
通常では考えられないほどの防御力を誇る。","",""
"13444","3435921409","","炎の力を込めて鍛え上げた軽鎧。
光属性付与。","",""
"13445","3435921409","","魔力を帯びた鎧が月光の元にさらされ、闇の力を纏うに至った。
闇属性付与。","",""
"13446","3435921409","","闘いのルーンを刻み込んだ軽鎧。","",""
"13447","3435921409","","その昔、黄龍が降りたとされる伝説の闘衣。
武を極めたものに受け継がれてきたという。","",""
"13448","3435921409","","丈夫な布でできたクローク。旅行者に人気。","",""
"13449","3435921409","","絹製のローブ。着るものに気品を与える。","",""
"13450","3435921409","","雷の耐性を持つ特殊な素材でできたマント。
雷属性付与。","",""
"13451","3435921409","","純粋な心を持つものだけが着ることを許されるという
純白のクローク。光属性付与。","",""
"13452","3435921409","","霧のような薄い布でできているローブ。","",""
"13453","3435921409","","ミスリルを糸状にして縫いつけたローブ。","",""
"13454","3435921409","","身に着けたものの血を欲するという、魔力が込められたローブ。
闇属性付与。","",""
"13455","3435921409","","大空のように澄んだ青色をしたローブ。
水属性付与。","",""
"13456","3435921409","","身につけたものの精神に感応し魔力を高めるという。","",""
"13457","3435921409","","古代の魔術師が身につけていたといわれるローブ。","",""
"13458","3435921409","","至高神の祝福を受けたといわれる聖衣。
雷属性付与。","",""
"13459","3435921409","","祝福のルーンを刺繍したクローク。
身につけたものを暖かな光で護ってくれる。","",""
"13460","3435921409","","人生の無常を憂いた高僧の意思が込められたローブ。
下手な鎧よりもはるかに高い強度を見せる。","",""
"13461","3435921409","","火炎防御の魔法が施された魔法のスカーフ。
火属性付与。","",""
"13462","3435921409","","火炎防御の魔法が施された魔法のお守り。
火属性付与。","",""
"13463","3435921409","","燃えるような赤の守護石。
火属性付与。","",""
"13464","3435921409","","氷結防御の魔法が施された魔法のスカーフ。
氷属性付与。","",""
"13465","3435921409","","氷結防御の魔法が施された魔法のお守り。
氷属性付与。","",""
"13466","3435921409","","目もさえるほど鮮やかな青の守護石。
氷属性付与。","",""
"13467","3435921409","","土属性防御の魔法が施された魔法のスカーフ。
土属性付与。","",""
"13468","3435921409","","土属性防御の魔法が施された魔法のお守り。
土属性付与。","",""
"13469","3435921409","","あたたかさすら感じさせる深紅の守護石。
土属性付与。","",""
"13470","3435921409","","風属性防御の魔法が施された魔法のスカーフ
風属性攻撃のダメージを１０％カットしてくれる。","",""
"13471","3435921409","","風属性防御の魔法が施された魔法のお守り
風属性攻撃のダメージを３０％カットしてくれる。","",""
"13472","3435921409","","透き通った青に虹の光を携えた守護石。
風属性付与。","",""
"13473","3435921409","","魔力を込めたエメラルドを使用した指輪。
精神力を高めＴＰ消費量を本来の３／４にしてくれる。","",""
"13474","3435921409","","妖精を宿した魔法の指輪。
精神力を高めＴＰ消費量を本来の１／２にしてくれる。","",""
"13475","3435921409","","変わり者の名工が作った魔法のお守り。
気絶時間を半分にしてくれる。","",""
"13476","3435921409","","変わり者の名工が作った魔法のお守り。
気絶を防止してくれる。","",""
"13477","3435921409","","革製マント。防具として十分機能する。
物防と術防を３％アップしてくれる。","",""
"13478","3435921409","","盗賊が好んで使う黒マント。
敏捷を１０％アップしてくれる。","",""
"13479","3435921409","","赤と黄色のメノウを合わせた装飾品。
ＨＰの最大値を１０％アップしてくれる。","",""
"13480","3435921409","","邪気、怨念など悪い気を払い、心身を良い状態に保つという。
ＨＰの最大値を３０％アップしてくれる。","",""
"13481","3435921409","","光を受けて淡く光る石。その淡い光は安らぎを与える。
ＴＰの最大値を１０％アップしてくれる。","",""
"13482","3435921409","","感受性を豊かにしてくれる効果がある。
ＴＰの最大値を３０％アップしてくれる。","",""
"13483","3435921409","","偉大な戦士が使っていた紋章。
物攻を１０％アップしてくれる。","",""
"13484","3435921409","","深い藍色のタリスマン。不思議な力で身を守るといわれる。
物防を１０％アップしてくれる。","",""
"13485","3435921409","","高名な魔術師が魔力を込めたといわれる指輪。
術攻を１０％アップしてくれる。","",""
"13486","3435921409","","聖なる加護を受けた指輪。
一定時間毎にＨＰを１％回復してくれる。","",""
"13487","3435921409","","精神を安定させる効果を持つ指輪。
ＴＰ回復を１０％アップしてくれる。","",""
"13488","3435921409","","術式をかたどった魔術師のシンボル。
詠唱速度を１０％アップしてくれる。","",""
"13489","3435921409","","身につけたものの潜在能力を引き出すといわれる指輪。
ＯＶＬ時間を１０％アップしてくれる。","",""
"13490","3435921409","","衝撃を吸収してくれる不思議な指輪。
ガード耐久値を２０％ＵＰしてくれる。","",""
"13491","3435921409","","残り時間が３０秒以下の時、ＨＰ、ＴＰ以外のステータスを
１０％アップしてくれる。（制限時間のあるバトルのみ有効）","",""
"13492","3435921409","","火属性攻撃のダメージを１５％アップしてくれる。","",""
"13493","3435921409","","水属性攻撃のダメージを１５％アップしてくれる。","",""
"13494","3435921409","","地属性攻撃のダメージを１５％アップしてくれる。","",""
"13495","3435921409","","風属性攻撃のダメージを１５％アップしてくれる。","",""
"13496","3435921409","","氷属性攻撃のダメージを１５％アップしてくれる。","",""
"13497","3435921409","","雷属性攻撃のダメージを１５％アップしてくれる。","",""
"13498","3435921409","","光属性攻撃のダメージを１５％アップしてくれる。","",""
"13499","3435921409","","闇属性攻撃のダメージを１５％アップしてくれる。","",""
"13500","3435921409","","物防、術防、敏捷が０、ＨＰが５０％の状態で
バトルが始まるが、獲得ＧＰを１.５倍にしてくれる。","",""
"13501","3435921409","","非常に貴重な鉱石。装備者に神の加護を与えるという。
ＨＰとＴＰを１５％アップしてくれる。","",""
"13502","3435921409","","術攻撃を防いでくれる指輪。
術防を１０％アップしてくれる。","",""
"13503","3435921409","","俊足の神が宿るというお守り。
敏捷を２０％アップしてくれるが、物防が２０％下がってしまう。","",""
"13504","3435921409","","魔力が上がる宝石が埋め込まれたお守り。
物防を５％アップしてくれる。","",""
"13505","3435921409","","飛龍の細工が掲げた宝石が装備者の能力を覚醒させるという。
物攻と術攻を５％アップしてくれる。","",""
"13506","3435921409","","白虎の細工が咥えた宝石が装備者の能力を覚醒させるという。
物防と術防を５％アップしてくれる。","",""
"13507","3435921409","","赤い魔方陣をかたどったネックレス。
詠唱速度を３％アップしてくれる。","",""
"13508","3435921409","","青い魔方陣をかたどったネックレス。
術を使った後の硬直を３％短くしてくれる。","",""
"13509","3435921409","","何も装備していない状態。","",""
"14000","3435921409","Skills","バイタリティ","Vitality","Vitality"
"14001","3435921409","Skills","バイタリティ２","Vitality 2","Vitality 2"
"14002","3435921409","Skills","バイタリティ３","Vitality 3","Vitality 3"
"14003","3435921409","Skills","バイタリティ４","Vitality 4","Vitality 4"
"14004","3435921409","Skills","バイタリティ５","Vitality 5","Vitality 5"
"14005","3435921409","Skills","リコール","Recall","Recall"
"14006","3435921409","Skills","ＫＯヒール","KO Heal","KO Heal"
"14007","3435921409","Skills","Ｐ・ＫＯヒール","P.KO Heal","P.KO Heal"
"14008","3435921409","Skills","スピリッツ","Spirit","Spirit"
"14009","3435921409","Skills","スピリッツ２","Spirit 2","Spirit 2"
"14010","3435921409","Skills","スピリッツ３","Spirit 3","Spirit 3"
"14011","3435921409","Skills","スピリッツ４","Spirit 4","Spirit 4"
"14012","3435921409","Skills","スピリッツ５","Spirit 5","Spirit 5"
"14013","3435921409","Skills","ＴＰリジェネ","TP Regen","TP Regen"
"14014","3435921409","Skills","ＴＰリジェネ２","TP Regen 2","TP Regen 2"
"14015","3435921409","Skills","ＴＰリジェネ３","TP Regen 3","TP Regen 3"
"14016","3435921409","Skills","ＴＰリジェネ４","TP Regen 4","TP Regen 4"
"14017","3435921409","Skills","ＴＰリジェネ５","TP Regen 5","TP Regen 5"
"14018","3435921409","Skills","ＴＰリカバー","TP Recovery","TP Recovery"
"14019","3435921409","Skills","ＴＰリカバー２","TP Recovery 2","TP Recovery 2"
"14020","3435921409","Skills","ＴＰリカバー３","TP Recovery 3","TP Recovery 3"
"14021","3435921409","Skills","ＴＰリカバー４","TP Recovery 4","TP Recovery 4"
"14022","3435921409","Skills","ＴＰリカバー５","TP Recovery 5","TP Recovery 5"
"14023","3435921409","Skills","ＴＰリバース","TP Reverse","TP Reverse"
"14024","3435921409","Skills","ＴＰリバース２","TP Reverse 2","TP Reverse 2"
"14025","3435921409","Skills","ＴＰリバース３","TP Reverse 3","TP Reverse 3"
"14026","3435921409","Skills","ＴＰリバース４","TP Reverse 4","TP Reverse 4"
"14027","3435921409","Skills","ＴＰリバース５","TP Reverse 5","TP Reverse 5"
"14028","3435921409","Skills","ハイテンション","High Tension","High Tension"
"14029","3435921409","Skills","ハイテンション２","High Tension 2","High Tension 2"
"14030","3435921409","Skills","リミッター","Limiter","Limiter"
"14031","3435921409","Skills","リミッター２","Limiter 2","Limiter 2"
"14032","3435921409","Skills","リミッター３","Limiter 3","Limiter 3"
"14033","3435921409","Skills","ストレングス","Strength","Strength"
"14034","3435921409","Skills","ストレングス２","Strength 2","Strength 2"
"14035","3435921409","Skills","ストレングス３","Strength 3","Strength 3"
"14036","3435921409","Skills","ストレングス４","Strength 4","Strength 4"
"14037","3435921409","Skills","ストレングス５","Strength 5","Strength 5"
"14038","3435921409","Skills","Ｐ・ＫＯブースト","P.KO Boost","P.KO Boost"
"14039","3435921409","Skills","ストレングスＧ","Strength G","Strength G"
"14040","3435921409","Skills","ディフェンド","Defense","Defense"
"14041","3435921409","Skills","ディフェンド２","Defense 2","Defense 2"
"14042","3435921409","Skills","ディフェンド３","Defense 3","Defense 3"
"14043","3435921409","Skills","ディフェンド４","Defense 4","Defense 4"
"14044","3435921409","Skills","ディフェンド５","Defense 5","Defense 5"
"14045","3435921409","Skills","レジスト","Resist","Resist"
"14046","3435921409","Skills","レジスト２","Resist 2","Resist 2"
"14047","3435921409","Skills","レジスト３","Resist 3","Resist 3"
"14048","3435921409","Skills","レジスト４","Resist 4","Resist 4"
"14049","3435921409","Skills","レジスト５","Resist 5","Resist 5"
"14050","3435921409","Skills","ディフェンドＧ","Defense G","Defense G"
"14051","3435921409","Skills","ディフェンドＧ２","Defense G2","Defense G2"
"14052","3435921409","Skills","ディフェンドＧ３","Defense G3","Defense G3"
"14053","3435921409","Skills","Ｐ・ＫＯディフェンド","P.KO Defense","P.KO Defense"
"14054","3435921409","Skills","Ｐ・ＫＯアーマー","P.KO Armor","P.KO Armor"
"14055","3435921409","Skills","スーパーアーマー","Super Armor","Super Armor"
"14056","3435921409","Skills","ダッシュ","Dash","Dash"
"14057","3435921409","Skills","ダッシュ２","Dash 2","Dash 2"
"14058","3435921409","Skills","アクセラレイション","Acceleration","Acceleration"
"14059","3435921409","Skills","エリアルジャンプ","Aerial Jump","Aerial Jump"
"14060","3435921409","Skills","エリアルジャンプ２","Aerial Jump 2","Aerial Jump 2"
"14061","3435921409","Skills","エリアルジャンプ３","Aerial Jump 3","Aerial Jump 3"
"14062","3435921409","Skills","ロングジャンプ","Long Jump","Long Jump"
"14063","3435921409","Skills","ロングジャンプ２","Long Jump 2","Long Jump 2"
"14064","3435921409","Skills","ハイジャンプ","High Jump","High Jump"
"14065","3435921409","Skills","ハイジャンプ２","High Jump 2","High Jump 2"
"14066","3435921409","Skills","エリアルエスケープ","Aerial Escape","Aerial Escape"
"14067","3435921409","Skills","レビテーション","Levitation","Levitation"
"14068","3435921409","Skills","レビテーション","Levitation","Levitation"
"14069","3435921409","Skills","ステップアップ","Step-Up","Step-Up"
"14070","3435921409","Skills","ステップアップ２","Step-Up 2","Step-Up 2"
"14071","3435921409","Skills","クイックステップ","Quicksteps","Quicksteps"
"14072","3435921409","Skills","ステップロング２","Long Steps 2","Long Steps 2"
"14073","3435921409","Skills","ステップロング３","Long Steps 3","Long Steps 3"
"14074","3435921409","Skills","ステップキャンセル","Step Cancel","Step Cancel"
"14075","3435921409","Skills","スウェーステップ","Step Sway","Step Sway"
"14076","3435921409","Skills","ステップアーマー","Step Armor","Step Armor"
"14077","3435921409","Skills","パッシングスルー","Passing Through","Passing Through"
"14078","3435921409","Skills","パッシングリバース","Passing Reverse","Passing Reverse"
"14079","3435921409","Skills","エリアルダッシュ","Aerial Dash","Aerial Dash"
"14080","3435921409","Skills","エリアルダッシュ２","Aerial Dash 2","Aerial Dash 2"
"14081","3435921409","Skills","エリアルダッシュ３","Aerial Dash 3","Aerial Dash 3"
"14082","3435921409","Skills","Ｂステップロング","Long Steps B","Long Steps B"
"14083","3435921409","Skills","Ｂステップロング２","Long Steps B2","Long Steps B2"
"14084","3435921409","Skills","エスケープ","Escape","Escape"
"14085","3435921409","Skills","Ｂステップアップ２","Step-Up B2","Step-Up B2"
"14086","3435921409","Skills","タッチダウン","Touchdown","Touchdown"
"14087","3435921409","Skills","マジカル","Magical","Magical"
"14088","3435921409","Skills","マジカル２","Magical 2","Magical 2"
"14089","3435921409","Skills","マジカル３","Magical 3","Magical 3"
"14090","3435921409","Skills","マジカル４","Magical 4","Magical 4"
"14091","3435921409","Skills","マジカル５","Magical 5","Magical 5"
"14092","3435921409","Skills","スピードスペル","Speed Cast","Speed Cast"
"14093","3435921409","Skills","スピードスペル２","Speed Cast 2","Speed Cast 2"
