"Unique ID","String Flags","Speaker","Japanese","English Translation"
"310324","3435921409","","……ジェイド大佐。
フラッグを譲ってくれと頼んでも――",""
"310325","3435921409","","無駄ですねぇ。
人が欲しがると、惜しくなってしまうのが
人間の性（さが）というものです。",""
"310326","3435921409","","そーそー！　彼女持ちの男に
容赦する必要なんてゼロだしぃ。",""
"310327","3435921409","","ならば、こちらも本気でいくまでだ。",""
"310328","3435921409","","結局、正面から
仕合うことになりますが？",""
"310329","3435921409","","かまいませんよ。
やっぱり不意打ちは性に合いません。",""
"310330","3435921409","","ははは、初心（うぶ）ですねぇ、クレスさんは。",""
"310331","3435921409","","気をつけてくださいね。
大佐の趣味は、そーゆー人を
イジメることですから！",""
"310332","3435921409","","はぅあ～……
このオッサンたち強いぃ……",""
"310333","3435921409","","ええ、三年前より遥かに……ね。",""
"310334","3435921409","","『スクルドフラッグ』は
もらっていきますよ。",""
"310335","3435921409","","仕方ありませんね。
あなたがたは『オリジナル』の
ようですし、いいでしょう。",""
"310336","3435921409","","『オリジナル』……？
どういう意味だ。",""
"310337","3435921409","","もう一度私たちを倒せたら
教えてあげましょう。
ま、二度は負けませんけどね。",""
"310338","3435921409","","行きますよ、アニス。",""
"310339","3435921409","","うぅ～！
覚えてろよぉ～！",""
"310340","3435921409","","ジェイド・カーティス――
奴も、別の目的を持って
大会に参加しているようだな。",""
"310341","3435921409","","はい。
僕たちと同じように……",""
"310450","3435921409","","あったですの！
『スクルドフラッグ』を
見つけたですの！",""
"310451","3435921409","","よくやったぞ、ナビムウ。",""
"310452","3435921409","","みゅう～、ナビムウじゃないですの。
ナビミュウですの。",""
"310453","3435921409","","そ、そうか。
すまん、ナビミュウ。",""
"310454","3435921409","","どうした、クレス？",""
"310455","3435921409","","たった数年の間に、
こんなに砂漠が広がってしまった。
ミントが見たら、悲しむだろうな……",""
"310456","3435921409","","確かにマナの不足は深刻だ。
だが……",""
"310457","3435921409","","ええ。わかってますよ。",""
"310458","3435921409","","あー、あったヨ！
『スクルドフラッグ』だ!!",""
"310459","3435921409","","おい！
敵の前にあっさり顔をだすなよ！",""
"310460","3435921409","","え、どうして？",""
"310461","3435921409","","その方が、有利に戦えるだろ！
不意打ちとか、罠をしかけるとか……",""
"310462","3435921409","","でも、それって、
悪者っぽくて、ヤなカンジ。",""
"310463","3435921409","","わ、悪者じゃないぞ!?
真剣勝負は油断した方が悪いんだ！",""
"310464","3435921409","","姿を隠すのも作戦のうちなんだよ！
バカオルセルグ!!",""
"310465","3435921409","","ボクはオルセルグじゃなくて
マオだってばー！",""
"310466","3435921409","","君は……マオなのか!?",""
"310467","3435921409","","あ、クレスにクラトス！
前の大会の予選以来だね。",""
"310468","3435921409","","あ、ああ……。
いや、あれから
三年たったはずなのに、君は……!?",""
"310469","3435921409","","隙ありっ！
魔神剣!!",""
"310470","3435921409","","ぐっ！
おまえもシグルスなのか？",""
"310471","3435921409","","ああ、レイモーンの戦士カウイス・クオールズ！
正真正銘、自由都市連合（ダイン）の
シグルスだ!!",""
"310472","3435921409","","子ども扱いしてると後悔するぜ！",""
"310473","3435921409","","やるぞ、オルセルグ！
こうなったら正面突破だ!!",""
"310474","3435921409","","そーこなくっちゃ♪",""
"310475","3435921409","","気をつけろ、クレス。
彼らは十分にシグルスとしての
力を備えているぞ！",""
"310476","3435921409","","はい！　そのようですね！",""
"310600","3435921409","","ふぅ、驚いたな。
これ程の力を持ってるなんて……",""
"310601","3435921409","","いや、むしろ当然だ。
カイウスという少年はリカンツ――
レイモーンの民のようだからな。",""
"310602","3435921409","","レイモーン……獣に変身する
能力を持った獣人族でしたね？",""
"310603","3435921409","","なるほど。この力も納得だ。",""
"310604","3435921409","","リカンツだったら、なんだってんだ！",""
"310605","3435921409","","おまえたち人間は、どれだけ
オレたちリカンツ――レイモーンの民を
追い詰めれば気がすむんだ!?",""
"310606","3435921409","","人間の『リカンツ狩り』から逃れた
オレたちは、人間の中に隠れて
ひっそり生きてるってのに――",""
"310607","3435921409","","ま、待ってくれ。
僕は差別をするつもりは……",""
"310608","3435921409","","一族を辱めた奴らの中に隠れて
生きるだと？",""
"310609","3435921409","","陽流・丙（ようりゅう・ひのえ）！",""
"310610","3435921409","","ぐうぅっ……！",""
"310611","3435921409","","うわぁぁっ!!!?",""
"310612","3435921409","","ああっ、カイウス!!",""
"310613","3435921409","","己の誇りを捨てる
唾棄すべき行為だな。",""
"310614","3435921409","","その低劣な精神こそが
『獣』と蔑まれるゆえんだと知れ。",""
"310615","3435921409","","なんだと！
おまえなんかにレイモーンの民の
気持ちがわかってたまるか！",""
"310616","3435921409","","吠えるだけの敗者の心など、
わかりたくもない。",""
"310617","3435921409","","やめろ！",""
"310618","3435921409","","ぐあっ……！",""
"310619","3435921409","","おまえ!?
オレをかばって……",""
"310620","3435921409","","お優しい奴だ。
だが、優しさでは世界は変えられん。",""
"310621","3435921409","","ずいぶん捻くれた人だね。",""
"310622","3435921409","","貴様もシグルスか？",""
"310623","3435921409","","答える必要はない。",""
"310624","3435921409","","俺が用があるのは、
おまえたちの持っているフラッグ。
……それだけだ！",""
"310625","3435921409","","ちっ……どうやら、それは
『ブラックフラッグ』ではないようだな。",""
"310626","3435921409","","『ブラックフラッグ』？",""
"310627","3435921409","","おまえたちが知る必要はない。",""
"310628","3435921409","","おい、待て！",""
"310629","3435921409","","よせ、クレス。
再び奴と戦いになれば
勝敗はわからんぞ。",""
"310630","3435921409","","カイウスを助けてくれて、
ありがとう。ホラ、キミも。",""
"310631","3435921409","","わ、わかってるよ！",""
"310632","3435921409","","さっきは……ありがとう。",""
"310633","3435921409","","はは、気にしないで。
以前僕も、ガジュマのユージーンさんに
助けられたことがあるんだ。",""
"310634","3435921409","","……ガジュマも俺と同じ獣人族だぞ？",""
"310635","3435921409","","姿も種族も関係ないさ。",""
"310636","3435921409","","ユージーンさんは
心から尊敬できる戦士だった。",""
"310637","3435921409","","だが、彼は、前回の決勝戦で起こった
マナの奔流に呑みこまれ、
行方不明になってしまった。",""
"310638","3435921409","","ボクたち、ユージーンを探すために
ユグドラシルバトルに参加したんだヨ。",""
"310639","3435921409","","すまない。僕たちも、
ユージーンさんがどうなったのか
わからないんだ。",""
"310640","3435921409","","そうか……けど、あの人は
オレが見つけてみせるよ。",""
"310641","3435921409","","行くぞ、オルセルグ。",""
"310642","3435921409","","だーかーらー！
ボクは、マオだってばー！",""
"310643","3435921409","","三年前の事件が、あの子たちの
人生も変えてしまったんですね……",""
"310644","3435921409","","クレス、確かに後悔は
心を同じ刻（とき）に縛り付ける鎖だ。",""
"310645","3435921409","","だが、過ちを繰り返さないための
力にもなるのではないか？",""
"310646","3435921409","","……はい！
次のフラッグを目指しましょう。",""
"310750","3435921409","","……ナビミュウ。さっきから
同じとこを歩き回ってるようだが、
道に迷ったのではないか？",""
"310751","3435921409","","ま、迷ってないですの。
ちょっと道を見失っただけですの。",""
"310752","3435921409","","一般的には、その状態を
道に迷ったと言うんだけど？",""
"310753","3435921409","","みゅうぅ……
みゅっ！　あそこの建物で
道を聞いてみるですの。",""
"310754","3435921409","","……けど、思いっきり
『立ち入り禁止』って書いてあるなぁ。",""
"310755","3435921409","","この雰囲気……
国の機密に関わる機関かもしれんな。",""
"310756","3435921409","","動くな、侵入者ども！
言う通りにしないと、体に穴が
二、三個空くことになるよ。",""
"310757","3435921409","","……頼む、ナビミュウ。",""
"310758","3435921409","","はいですの。",""
"310759","3435921409","","ミュウファイア！",""
"310760","3435921409","","熱ちちちーーーっ！
なんだ、こいつ!?",""
"310761","3435921409","","形勢逆転だな。",""
"310762","3435921409","","いきなり弓を向けるなんて
感心しないね。",""
"310763","3435921409","","ふん！　それが警告を無視した
他国（よそ）者のセリフかい？",""
"310764","3435921409","","ごめんよ。
でも、それには理由があって……",""
"310765","3435921409","","いったいなんの騒ぎ？",""
"310766","3435921409","","せっかくのデータが台無しじゃない。",""
"310767","3435921409","","……あなたは、
ハロルド・ベルセリオス博士？",""
"310768","3435921409","","そうだけど。
なに？　強化改造でもして欲しいの？",""
"310769","3435921409","","ま、待ってください。
僕たちは神聖王国（ヘイズル）のシグルスで、
道を教えてもらいたいだけなんです。",""
"310770","3435921409","","教えてあげてもいいけど、
あんたたちシグルスなんでしょ？",""
"310771","3435921409","","ぬるいわね。
シグルスだったら……",""
"310772","3435921409","","バトルで勝ち取れということか？",""
"310773","3435921409","","私が勝ったら、
あんたたちのデータを取らせて！",""
"310774","3435921409","","それと、『スクルドフラッグ』をちょうだい！",""
"310775","3435921409","","ぐふふ、前からフラッグをバラバラに
分解してみたかったんだよね♪",""
"310776","3435921409","","分解しちゃダメですの～！",""
"310777","3435921409","","ハロルド、あたしも協力するよ。
このオッサンたちの無礼さに
ムカついてるんでね。",""
"310778","3435921409","","オッサンたち!?
うう、クラトスさんはともかく
僕はまだ……",""
"310779","3435921409","","ボヤボヤするな、クレス！",""
"310780","3435921409","","勝負ありだな。",""
"310781","3435921409","","くっ、悔しいーーーっ！",""
"310782","3435921409","","あはは、さすがは歴戦のシグルス。",""
"310783","3435921409","","スタンとディムロスも
油断したら危ないかも？",""
"310784","3435921409","","スタン・エルロンと
ディムロス・ティンバーが
大会に出てるんですか!?",""
"310785","3435921409","","バカな。スタンはともかく
ディムロスは前回大会で――",""
"310786","3435921409","","そう。ディムロスは死んだ。
いや……殺された。",""
"310787","3435921409","","けど、ハロルドが開発した
ソーディアン技術によって
彼の魂は生きてるんだよ。",""
"310788","3435921409","","スタンが持つ、一本の剣として。",""
"310789","3435921409","","魂を剣に？
そんなことが……",""
"310790","3435921409","","どう？　すごいっしょ？
このハロルド・ベルセリオスの
天才をもってすれば可能なのよねー。",""
"310791","3435921409","","けど、そんなのって!!",""
"310792","3435921409","","ディムロスたちが望んだのよ。",""
"310793","3435921409","","人の姿を失って、なお
戦い続ける道を……ね。",""
"310794","3435921409","","スタンとディムロスは
復讐者として、今回の
ユグドラシルバトルに参戦してる。",""
"310795","3435921409","","出会ったら覚悟したほうがいいよ。
あいつら、強いからね。",""
"310796","3435921409","","……だろうな。
だが、我々にも退けない理由がある。",""
"310797","3435921409","","あの二人に恨みはないけど、
出会ったら戦うまでです。",""
"310798","3435921409","","……互いの想いを、刃にこめて！",""
"310799","3435921409","","で、肝心の道だが……",""
"310800","3435921409","","道は、あっちですの。
今思い出したですの。",""
"310801","3435921409","","はぁ、使えないナビミュウね。
少し改造してあげよっか？",""
"310802","3435921409","","　クレス：…………頼む。
クラトス：…………頼む。",""
"310803","3435921409","","…………頼む。",""
"310804","3435921409","","みゅうぅ～～～!?
改造はいやですのぉ～！",""
"310805","3435921409","","クレスは
　　称号　『ＮＯＴおっさん』
を手に入れました。",""
"310900","3435921409","","ふぅ、さすがに
ルクソール山系は険しいなぁ。",""
"310901","3435921409","","ふっ、この程度で音をあげるとは
年だな。",""
"310902","3435921409","","……クラトスさん。
ひょっとしてオッサンって言われたこと
気にしてます？",""
"310903","3435921409","","…………",""
"310904","3435921409","","うぉおおお……",""
"310905","3435921409","","今の雄たけびは……!?",""
"310906","3435921409","","引き返して……この先は危険よ！",""
"310907","3435921409","","うぅ……っ！",""
"310908","3435921409","","きみ、怪我をしてるじゃないか!?",""
"310909","3435921409","","心配してくれるのはうれしいけど……
そんなことよりすぐに山を降りて。",""
"310910","3435921409","","魔物に襲われたんだね？",""
"310911","3435921409","","……いや、違う。
これは瞬迅槍の傷跡!?",""
"310912","3435921409","","うむ。
ユージーン・ガラルドの
太刀筋に似ているが……",""
"310913","3435921409","","あなたたち、ユージーンを
知っているの？",""
"310914","3435921409","","ええ。
ユージーンさんは……",""
"310915","3435921409","","うぉおおおおおおおっ!!",""
"310916","3435921409","","くっ、魔物か!?",""
"310917","3435921409","","違う！　こいつは……",""
"310918","3435921409","","うぉおおおおおおおっ!!",""
"310919","3435921409","","ユージーンさん!?",""
"310920","3435921409","","うぐぁぁぁぁっ!!",""
"310921","3435921409","","待ってください、ユージーンさん！
僕です、クレス・アルベインです!!",""
"310922","3435921409","","があぁぁぁぁっ!!",""
"310923","3435921409","","クレス！
こいつは以前のユージーンではない！
完全に暴走した魔獣だ!!",""
"310924","3435921409","","で、でもユージーンさんには
三年前の恩が――",""
"310925","3435921409","","うおぉぉぉっ!!",""
"310926","3435921409","","現実を見ろ！
彼をこのまま放っておけば、
どれほどの被害がでるかわからんぞ！",""
"310927","3435921409","","……わ、わかりました。",""
"310928","3435921409","","だめっ！",""
"310929","3435921409","","き、きみはっ!?",""
"310930","3435921409","","彼は殺させないわ。
どうしてもというのなら
私にも考えがある。",""
"310931","3435921409","","うぉおおおおおおおっ!!",""
"310932","3435921409","","この闘気……
さすがは自由都市連合（ダイン）
最強の戦士ユージーン・ガラルド！",""
"310933","3435921409","","くそっ、一体なにが
どうなってるんだっ!!",""
"310934","3435921409","","ぐうっ……うぅぅぅ……",""
"310935","3435921409","","すまんな、ユージーン……
私を恨んでくれてかまわない。",""
"310936","3435921409","","待ってください、クラトスさん！",""
"310937","3435921409","","…………",""
"310938","3435921409","","まだ庇おうというのか。",""
"310939","3435921409","","どけ！
本能に呑まれたガジュマを
放っておく訳にはいかん。",""
"310940","3435921409","","本能に呑まれたわけじゃない。
彼をこんな風にしたのは……",""
"310941","3435921409","","ダオスという男よ。",""
"310942","3435921409","","がぁぁぁーーーっ!!",""
"310943","3435921409","","ダオスだって……!?",""
"310944","3435921409","","詳しく話してもらうぞ。",""
"310945","3435921409","","…………バウル！",""
"310946","3435921409","","はっ!!",""
"310947","3435921409","","逃がしたか。
いや……もとより――",""
"310948","3435921409","","うん。僕たちにユージーンさんを
殺せるはずがないよ。",""
"310949","3435921409","","ユージーンさんは、三年前に
ミントと一緒に世界を救ってくれた
恩人なんだから……",""
"311050","3435921409","","ダオスは、もう動き出してる。
フラッグを急いで集めなきゃ！",""
"311051","3435921409","","うむ！",""
"311052","3435921409","","うわわっ！
ご、ごめんなさい！",""
"311053","3435921409","","子どもが、こんなところで
なにをしている？",""
"311054","3435921409","","そ、それは……",""
"311055","3435921409","","全弾くらえっ！
セッシブバレット!!",""
"311056","3435921409","","うわわぁぁーーー！",""
"311057","3435921409","","よっし、作戦通り！
そっち行ったよ、ルカ!!",""
"311058","3435921409","","う、うん！",""
"311059","3435921409","","……うわっと！
タ、タイム!!",""
"311060","3435921409","","俺はシグルスじゃないし、
『スクルドフラッグ』も
持ってないんだってば。",""
"311061","3435921409","","えっ!?
そ、そうなんですか？",""
"311062","3435921409","","ル～カ～～～！
待てって言われて、待つバカが
どこにいるのよ!?",""
"311063","3435921409","","ご、ごめん。
けど、罠にはめるなんて
なんだか卑怯でヤダなって……",""
"311064","3435921409","","卑怯だったらどうだってのよ！
ユグドラシルバトルは
勝ったモン勝ちなのよっ!!",""
"311065","3435921409","","それは違うぞ。
大義のない勝利に意味はない。",""
"311066","3435921409","","今しゃべったの誰!?",""
"311067","3435921409","","この声は――",""
"311068","3435921409","","ディムロス・ティンバー！
おまえなのか？",""
"311069","3435921409","","君たちは……
神聖王国（ヘイズル）のクレス！",""
"311070","3435921409","","傭兵のクラトス・アウリオンか。",""
"311071","3435921409","","スタンさん……
ハロルド博士から話は聞きました。",""
"311072","3435921409","","本当にソーディアンになった
ディムロスさんと一緒に
戦っているんですね。",""
"311073","3435921409","","……ああ。",""
"311074","3435921409","","目的は、三年前の復讐か？",""
"311075","3435921409","","おまえたちと同様にな。",""
"311076","3435921409","","俺たちは、ある特殊なフラッグを
探してるんだ。",""
"311077","3435921409","","君たちの持ってるフラッグを
調べさせてもらえないか？",""
"311078","3435921409","","断る――と、言ったら？",""
"311079","3435921409","","う～ん、それは困るけど……",""
"311080","3435921409","","交渉している暇はないぞ、スタン！",""
"311081","3435921409","","断るなどと、我が言わせはしない。",""
"311082","3435921409","","こら～～～っ!!
あたしら、無視して
おじさんだけで盛りあがっちゃって！",""
"311083","3435921409","","フラッグを持ってるなら
全部あたしらがもらうっての！",""
"311084","3435921409","","ツインバレット！",""
"311085","3435921409","","くっ……",""
"311086","3435921409","","しまった！",""
"311087","3435921409","","スキありっ！
いくよ、ルカ!!",""
"311088","3435921409","","う、うん！",""
"311089","3435921409","","ふぅ、子どもたちはともかく
さすがにスタンさんは手強いや。",""
"311090","3435921409","","これがソーディアンの力……
すさまじいものだな。",""
"311091","3435921409","","痛てて……いや、君こそ
さすが神聖王国（ヘイズル）のシグルス。
ロイドたち以上の力だなぁ。",""
"311092","3435921409","","ロイドたちと戦ったのか？",""
"311093","3435921409","","ああ、すっぱり負けたよ。",""
"311094","3435921409","","それは、おまえが本気で
ディムロスを剣として
振るわなかったからだろう？",""
"311095","3435921409","","今のバトルのようにな。",""
"311096","3435921409","","さぁ、どうだったかなぁ？",""
"311097","3435921409","","けど、あの二人の剣は
夢に向かってまっすぐ振られていたよ。",""
"311098","3435921409","","うむ。
うらやましくなるほどに……な。",""
"311099","3435921409","","ロイドとコレット？
ふ～んだ、あんな奴ら
ぜんっぜん大したことないっての！",""
"311100","3435921409","","え？　でも、僕たち
あっさりやられちゃったじゃないか？",""
"311101","3435921409","","あんなの負けのうちに
入んないわよ！",""
"311102","3435921409","","てか、自分で『負けた！』って
思わなきゃ、負けじゃないの！",""
"311103","3435921409","","さて、君たちのフラッグは
俺の探してるフラッグじゃないみたいだから
退散させてもらうよ。",""
"311104","3435921409","","待て。フラッグの代わりに
情報を置いていけ。",""
"311105","3435921409","","……俺たちは、すでにダオスの
配下に何度か襲われている。",""
"311106","3435921409","","気をつけろ。
ダオスは大量の『レプリカ』を
しもべとしているようだ。",""
"311107","3435921409","","今、ダオスって言った!?",""
"311108","3435921409","","僕たちの夢に出てくる
金色の人の名前だ！",""
"311109","3435921409","","君たち、ダオスを知ってるのかい!?",""
"311110","3435921409","","は、はい。僕たち二人には
共通して見る夢があるんです。",""
"311111","3435921409","","夢の中ではいつも、世界樹の前で
ダオスって人と光の羽を持った人たちが
言い争いをしてるんです。",""
"311112","3435921409","","話の内容はわからないけど
とてもとても悲しい夢……",""
"311113","3435921409","","なぜこんな夢を見るのか
世界樹の前に行けば
わかる気がするんです。",""
"311114","3435921409","","繰り返し見る夢……か。",""
"311115","3435921409","","おまえたちは、ひょっとして
天界の――",""
"311116","3435921409","","だから！　あたしはフラッグを
奪うことを、ぜーったいに
あきらめないんだからね!!",""
"311117","3435921409","","……あはは、強い子だなぁ。",""
"311118","3435921409","","うん。
イリアは一人でも強いんだ。",""
"311119","3435921409","","僕は、ロイドとコレットみたいに
支えあって強くなりたいんだけど……",""
"311120","3435921409","","ルカ！　ま～たコレットって子のこと
思い出してデレデレしてんでしょ!?",""
"311121","3435921409","","ち、違うってばぁ～～～……",""
"311122","3435921409","","ロイドとコレットも
頑張っているようだね。",""
"311123","3435921409","","未熟者らしく真っ直ぐに……な。",""
"311124","3435921409","","へぇ……あなたも、そんな風に
笑うことがあるんですね。",""
"311125","3435921409","","わ、笑ってなどいない。",""
"311126","3435921409","","そんなことより油断するな。
ダオスの介入は近いぞ。",""
"311127","3435921409","","はい。精霊闘技島への窓口、
港町ビフレストへ向かいましょう！",""
"311128","3435921409","","　　　パーティーを
　　　分断されてしまいました。
　　　どちらで戦いますか？",""
"311129","3435921409","","クレス","Cress"
"311130","3435921409","","クラトス","Kratos"
"311131","3435921409","","クレス
（プレイヤーキャラクターでバトル）",""
"311132","3435921409","","クラトス
（パートナーキャラクターでバトル）",""
"311200","3435921409","","ここがビフレストですの。
世界樹のある
精霊闘技島に渡る港ですの。",""
"311201","3435921409","","知ってるよ。
三年前、僕もこの海を渡ったんだ。",""
"311202","3435921409","","そして、精霊闘技島での決勝戦――",""
"311203","3435921409","","ぶるぅらぁぁぁーーーっ!!!!",""
"311204","3435921409","","止まれ、バルバトス!!",""
"311205","3435921409","","これ以上の狼藉は許さん！",""
"311206","3435921409","","俺に命令するとは、貴様ら……",""
"311207","3435921409","","それだけの力を
持ってるんだろうなぁぁっ!!!?",""
"311208","3435921409","","くっ……剛・魔神剣!!",""
"311209","3435921409","","鳳凰天駆!!",""
"311210","3435921409","","ぐおおぉぉっ……小癪なっ……",""
"311211","3435921409","","この俺に逆らうんじゃねぇーーーっ!!!!",""
"311212","3435921409","","うわぁぁ！",""
"311213","3435921409","","ぐわぁぁ!!",""
"311214","3435921409","","ぐわぁぁぁーーーっ!!",""
"311215","3435921409","","ああ、世界樹に傷が……!!",""
"311216","3435921409","","くぅぅ、なんというマナの奔流!?
このままでは世界樹が……",""
"311217","3435921409","","欲望をぶつけることしか
知らぬ人間どもがっ！
なんという愚かなことを!!",""
"311218","3435921409","","勝手なことを言うな、ダオス！
バルバトスをけしかけたのは
おまえじゃないか！",""
"311219","3435921409","","言い争っている時じゃありません！
傷を塞がないと、
世界樹が枯れてしまいます!!",""
"311220","3435921409","","このマナの奔流を
一瞬でも止められれば
回復術を使えるのですが……",""
"311221","3435921409","","……わかった。
私が、マナの奔流を受け止める。
その隙に世界樹の回復を頼――",""
"311222","3435921409","","ぐうっ……!?
なに……を……",""
"311223","3435921409","","クラトス、おまえには
息子がいると聞いた。",""
"311224","3435921409","","ならば、こういう役目には
向いていない。
俺が代わろう。",""
"311225","3435921409","","ぐおおぉぉっ！
今だ、ミント!!",""
"311226","3435921409","","ありがとう、ユージーンさん!!",""
"311227","3435921409","","うおぉぉーーーっ！",""
"311228","3435921409","","……さよなら、クレスさん。",""
"311229","3435921409","","……え!?
ミント……",""
"311230","3435921409","","待て！　なにをする気だ!?",""
"311231","3435921409","","ミントーーー!!!!",""
"311232","3435921409","","クレス、またあの時のことを
思い出しているのか？",""
"311233","3435921409","","……はい。",""
"311234","3435921409","","ミントが自分の体で
世界樹の傷を塞いだ
あの時の……",""
"311235","3435921409","","……もしかしたら、
まだミントは生きて――",""
"311236","3435921409","","いいんです、クラトスさん。
僕たちの目的は、あんな悪夢を
二度と起こさないこと。",""
"311237","3435921409","","そのために、ユグドラシルバトルに
介入しようとするダオスを倒す！",""
"311238","3435921409","","それが……ミントを守れなかった
僕にできる唯一の償いなんだ……",""
"311239","3435921409","","……わかった。",""
"311240","3435921409","","だが、油断は禁物だぞ。
この街にはフラッグを狙って
シグルスが集まっているはずだ。",""
"311241","3435921409","","はい。極力シグルスであることを
気取られないようにしないとね。",""
"311242","3435921409","","なんだか騒がしいな……
すみません、なにかあったんですか？",""
"311243","3435921409","","騎士国家（フレスヴェルグ）の
シグルスが挑戦者を募集してるんだよ。",""
"311244","3435921409","","いやぁ、男らしいねぇ！
感心したよぉ♥",""
"311245","3435921409","","みゅう～、あの人だかりの中に
『スクルドフラッグ』の
反応があるですの！",""
"311246","3435921409","","さぁ、シグルスがいたら
かかってこい！",""
"311247","3435921409","","美と愛の神子（みこ）フィリアさんと
絶対無敵チャンピオン
マイティ・コングマンが相手になるぜ！",""
"311248","3435921409","","世界の命運をかけて
正々堂々勝負しろ!!",""
"311249","3435921409","","や、やめてください、
コングマンさん……！",""
"311250","3435921409","","むっ、確かに……",""
"311251","3435921409","","『美と愛の神子（みこ）』程度では
フィリアさんの素晴らしさを、まったく
表現できてなくて、恥ずかしい！",""
"311252","3435921409","","違います！
『世界の命運をかけて』というのは
傲慢すぎではないでしょうか？",""
"311253","3435921409","","そんなことはありません！
どんなヤツの夢も、
世界を変える力を秘めている。",""
"311254","3435921409","","その夢にかける
想いの強さを比べあうのが
ユグドラシルバトルなのです！",""
"311255","3435921409","","コングマンさん……",""
"311256","3435921409","","あはは、いいこと言うね！
気に入ったよ!!",""
"311257","3435921409","","待て、クレス！
罠かもしれんぞ!?",""
"311258","3435921409","","心配ないですよ。
この人の目を見れば、わかります。",""
"311259","3435921409","","ほう。俺様のチャームポイント
『つぶらな瞳の輝き』を見抜くとは、
やるじゃねぇか！",""
"311260","3435921409","","おとなしくフラッグを渡せば、
特別にサインをしてやってもいいぜ？",""
"311261","3435921409","","……確かに、罠を張るような
知性は感じないな。",""
"311262","3435921409","","そうもいかなくてね。",""
"311263","3435921409","","神聖王国（ヘイズル）のシグルスとして
正々堂々バトルを申しこませてもらうよ！",""
"311264","3435921409","","神聖王国（ヘイズル）のシグルス!?
コレットさんたちの仲間ですね？",""
"311265","3435921409","","こいつは、おもしれぇ！
かかってこいやっ!!",""
"311266","3435921409","","僕たちの勝ちだね。
フラッグはもらっていくよ。",""
"311267","3435921409","","はぁ、はぁ……
まだだ……ぜ……",""
"311268","3435921409","","ぐぅっ……！",""
"311269","3435921409","","これ以上は無理です。
やめてください、コングマンさん！",""
"311270","3435921409","","向かってくるなら容赦はせんぞ。",""
"311271","3435921409","","剣を収めてください！",""
"311272","3435921409","","……私たちの負けです。
どうぞ『スクルドフラッグ』を
お持ちください。",""
"311273","3435921409","","くうぅ……自分が情けねぇ！
フィリアさんを世界樹の神子（みこ）に
できないなんて……",""
"311274","3435921409","","私がここまで戦えたのは
コングマンさんのおかげです。",""
"311275","3435921409","","私が世界樹の神子（みこ）になれないのも、
私自身が弱かったからです。",""
"311276","3435921409","","さぁ、涙を拭いて。
チャンピオンに涙は似合いませんわ。",""
"311277","3435921409","","うぅ……ぐすっ……",""
"311278","3435921409","","うおぉ～ん！
ありがとう、フィリアさ～～～ん!!",""
"311279","3435921409","","………",""
"311280","3435921409","","クレス、敵に同情している
余裕はないはずだぞ？",""
"311281","3435921409","","……同情じゃないですよ。",""
"311282","3435921409","","『ベルザンディフラッグ』――",""
"311283","3435921409","","このフラッグを持っていれば
精霊闘技島に入れるですの。",""
"311284","3435921409","","よし、精霊闘技島に渡る船を探そう。",""
"311285","3435921409","","クレスは
　　称号　『過去を背負う男』
を手に入れました。",""
"311350","3435921409","","さて、精霊闘技島行きの船は……",""
"311351","3435921409","","あんたらシグルスか。",""
"311352","3435921409","","ああ、そうだけど……",""
"311353","3435921409","","精霊闘技島行きの船なら、こっちだ。",""
"311354","3435921409","","本当かい？　助かるよ！",""
"311355","3435921409","","気をつけろ、クレス。
タイミングがよすぎる話には
裏があるものだ。",""
"311356","3435921409","","なんだと？",""
"311357","3435921409","","俺は、精霊闘技島行きの船を出すよう
依頼された海上警備士（マリントルーパー）だ。
おかしなマネをするはずが……",""
"311358","3435921409","","では、なぜ海上警備士（マリントルーパー）の
腕輪に虎牙破斬を受けた傷がついているのか
説明してもらおうか？",""
"311359","3435921409","","こ、これはロイドたちを
襲った時の……",""
"311360","3435921409","","ロイドを襲っただと？
どういうことだ。",""
"311361","3435921409","","誤解だ！
いや……誤解じゃないか……",""
"311362","3435921409","","君、本当にロイドたちを……",""
"311363","3435921409","","怒りに任せて、あいつらに
襲いかかったのは事実だ。
言い訳はしない。",""
"311364","3435921409","","ならば、見逃す訳にはいかんな。",""
"311365","3435921409","","待ちなさーいっ!!",""
"311366","3435921409","","大人が二人がかりで、
こんなヒョロっとした男の子相手に
ケンカして恥かしくないの？",""
"311367","3435921409","","ヒョロっとした男の子!?",""
"311368","3435921409","","待ってくれよ、僕たちは……",""
"311369","3435921409","","素手相手に剣まで抜いたくせに
まだ言い訳する気？",""
"311370","3435921409","","……わかった！
この街にシグルスを騙す悪い船乗りが
いるって聞いたけど、あなたたちね!?",""
"311371","3435921409","","あ、それは……",""
"311372","3435921409","","自由都市連合（ダイン）のシグルスとして
許せない……覚悟!!",""
"311373","3435921409","","うわっ！
君もシグルスなのか？",""
"311374","3435921409","","ちっ、戦うしかないか！",""
"311375","3435921409","","やるぞ、クレス。
聞き分けのない子どもを叱るのも
年長者の務めだ！",""
"311500","3435921409","","うぅ、この力……
あなたたちもシグルスだったんだね？",""
"311501","3435921409","","ああ。",""
"311502","3435921409","","じゃあ、絶対に負ける訳にはいかないよ。
私は誓ったんだもん……",""
"311503","3435921409","","決勝戦に進んで、もう一度
コレットたちと戦うって！",""
